StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1. Multiple choice,Q45,3. Short answer,Q46,Q47,Q49,Q48,Q50,Q51,Q52,Q53,Q54,Q55,Q57,Q56,4. Multiple choice,Q58,5. Multiple choice,Q59,6. Multiple choice,Q60,7. Multiple choice,Q61,8. Multiple choice,Q62,13.,Q63,Q64,Q65,10. Multiple choice,Q67,12.,Q68,15.,16.
2024-12-06 12:10:28,2024-12-06 12:16:49,IP Address,212.129.82.181,100,380,True,2024-12-06 12:16:49,R_85XvvOF2maTa0pz,,,,,53.3924,-6.3054,anonymous,EN,Yes,No,,Yes,The floppy pipe is like my dick in the mornings (from a technician),No,,No,,Yes,,Yes,,Yes,"When referring to or calling students will says ""guys"" when referring to a mixed gender group. Similarly men are mannen in Dutch (men) whilst women are commonly referred to as ""meisjes"" (little girls).","Global Environmental Change,Hydrology,Earth and Planetary Surface Processes/Geomorphology,Education",,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,"Ireland ","Netherlands "
2024-12-06 12:18:57,2024-12-06 12:22:48,IP Address,168.5.0.250,100,230,True,2024-12-06 12:22:48,R_3nc1LkCCZvEsem5,,,,,29.7228,-95.4251,anonymous,EN,Yes,Yes,"Title of Wally Broecker's book Tracers in the Sea = TITS
GEOSECS = pronounced geo sex",Yes,sexy science vs cute science where sexy is much higher quality/impact and cute science is not impactful,No,,No,,Yes,just historic maps,No,,No,,"Biogeosciences/Geobiology,Ocean Sciences,Soil Science",,"Fieldwork,Labwork",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-06 12:17:55,2024-12-06 12:24:05,IP Address,125.236.153.181,100,370,True,2024-12-06 12:24:06,R_4K1sTayr2SZESGG,,,,,-45.8799,170.4639,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Other,"Sea ice physics (I am including this very specific detail here because I was shocked to read the examples given, which seem to be from geology and possibly ice sheet cryospheric sciences)","Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,Other,Pakeha (New Zealander of European descent),Other,Pakeha (New Zealander of European descent),New Zealand,New Zealand
2024-12-06 12:18:38,2024-12-06 12:26:38,IP Address,35.131.18.18,100,480,True,2024-12-06 12:26:39,R_5VBNcCIbGRwyNah,,,,,39.3714,-119.6855,anonymous,EN,Yes,No,,No,,Yes,Geographic Mapping names.   Squaw Creek,No,,No,,No,,No,,"Hydrology,Earth and Planetary Surface Processes/Geomorphology",,,,Post-industrial era (post-1750 CE),,Other,Retired,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-06 12:22:33,2024-12-06 12:34:04,IP Address,45.44.56.214,100,690,True,2024-12-06 12:34:05,R_72KmAOePIM9TSrH,,,,,49.2489,-122.7954,anonymous,EN,Yes,Yes,I cannot think of specific examples,Yes,"'- ""sexy"" used often to describe research topics and/or results 
- ""porn"" used to describe things that are attractive/addictive to look at (e.g. iceberg calving videos described as ""glacier porn"")
- ""jokes"" made during seminars like ""the field site was in Regina, Saskatchewan, the city that rhymes with 'fun'"".",Yes,"Grand Tetons (U.S.A), other unofficial ad-hoc names given to geographical features in the field",No,,Yes,"I'm not going to type it here, but I've heard certain permafrost features referred to in racist terms",No,,Yes,"Perhaps out of scope of this study, but I have attended multiple geology departmental seminars where the speakers broadcast the sexist culture of their profession, often making jokes about ""the wife"" or about being impressed by junior female colleagues.  ",Cryosphere Sciences,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,US,Canada
2024-12-06 12:28:31,2024-12-06 12:34:59,IP Address,64.106.111.98,100,387,True,2024-12-06 12:34:59,R_7dGVi0CpeTw5Kmz,,,,,35.0813,-106.6212,anonymous,EN,Yes,Yes,"Gendered landforms and landscapes, typically “she” or feminine.",Yes,"Mostly specialized geology puns and jokes: hardness, bedrock, cleavage…",No,,No,,Yes,Mostly places named that have derogatory terms in their names.,Yes,Yes but more in a positive queering-geologic sense that reclaims the position of queer people as scientists.,No,,"Earth Surface + Lithosphere,Earth and Planetary Surface Processes/Geomorphology,Society + Education,Education,Science and Society",,"Fieldwork,Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,"Non-binary,Genderqueer/gender non-conforming",,Male,,"Gay,Queer",,White,,Hispanic or Latinx,,United States,United States
2024-12-06 12:32:13,2024-12-06 12:35:00,IP Address,131.215.220.164,100,167,True,2024-12-06 12:35:00,R_5kDKJIF73xteGuB,,,,,34.1424,-118.1257,anonymous,EN,Yes,Yes,,No,,Yes,,No,,No,,No,,No,,"Earth Interior + Planetary Science,Mineral and Rock Physics/Chemistry,Planetary Sciences",,"Labwork,Modeling/theory",,"Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Postdoc,,Man or man identified,,Male,,Gay,,Asian,,,,China,USA
2024-12-06 12:34:31,2024-12-06 12:39:34,IP Address,136.152.214.78,100,302,True,2024-12-06 12:39:35,R_6sqrPofeYYM9M6B,,,,,37.8657,-122.2571,anonymous,EN,Yes,Yes,,Yes,,Yes,"eclogite knockers, Grand Tetons, mastodon (honestly didn't realize this was sexual)",No,,Yes,really bad term for tundra used in old papers uses the n-word,Yes,,No,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Asexual,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-06 12:16:08,2024-12-06 12:49:19,IP Address,174.213.248.193,100,1991,True,2024-12-06 12:49:20,R_54IDaC70Bd4V783,,,,,44.9399,-93.2548,anonymous,EN,Yes,Yes,"I mapped an area in the Franciscan melange as part of my Ph.D. thesis.  I guess I was pretty sheltered (or naive, or both), but I saw nothing gendered about calling the blocks of resistant material ""knockers""  (this term's use in this context was pretty standard in the 1970s). When I started teaching (no longer in California), one of my colleagues objected strongly to the term ""knocker"" and only then did I understand that it had another context.  He was disappointed, I think, that I wasn't horrified and also wasn't willing to take on the task of removing the term from the entire geologic lexicon. ",Yes,"Not at all in professional contexts, or in formal/informal teaching contexts.  Mainly in student-designed T-shirts: e.g. ""Meet me behind the outcrop, baby.  I'm a little boulder there"" which is certainly sexual, but I would argue, not gendered (and, incidentally, hilarious). One year the students came up with a T-shirt that featured a stereotypical Thor wielding a huge hammer.  I forget what the words were.  One of our alums objected to what they thought was an overly masculine representation of a geologist.",Yes,"See my response above about ""knockers.""  I'm sure I have - I've been near the Tetons, for example - but I'm having trouble remembering any and I'm not sure I would necessarily recognize them as gendered/sexual - ""mastodon?"" I fully support the efforts to change place names using ""squaw"" and other words offensive from a BIPOC point of view. ",Yes,"Thankfully, it's been many years since I saw a talk at a professional meeting that featured (non-relevant) images of scantily clad women, but I'm old enough to remember those and realistic enough to guess that they haven't disappeared entirely.

One of my first memories from a national meeting (1970,  I think) was seeing a panel of men speaking at one of the sessions and complaining that their wives had suddenly started objecting to their being gone in the field for 6 months at a time. 

I guess I could add that as an undergrad I was treated just like all of the other students.  There were 2 women (of 6 total) in my graduating class.  When I got to graduate school, it was a bit of a shock to be in an environment where gender was noticed and some casual sexual comments were made, though not necessarily directed at any woman in particular - just part of the atmosphere.  I didn't experience any sexism from the faculty or the other students, but in at least one incident off campus, I was dismissed as a source of geological information because my research partner (a guy who wasn't there) was clearly seen as the only expert.  

Another thing I could add is:  There were no tenured or tenure-track women faculty in the geology grad program at that time.  Towards the end of my grad school days, a group of us formulated a survey about gender perceptions and distributed it to at least the faculty and perhaps the grad students.  We were invited to meet with the department chair.  It was one of the first times that I felt the potential power of a group of women - 15-20 sitting on the floor of the office.  We clearly made the chair very uncomfortable, and I think that was a good thing, even though I now have second thoughts about the wisdom of sending out that survey   and even though it took even more years for a woman faculty member to be hired on tenure track.",Yes,"On maps:  ""Squaw Lake"" and similar",No,,No,,"Earth and Planetary Surface Processes/Geomorphology,Education,Other",archaeological geology; Soils (engineering soil mechanics in grad school; later teaching and research more like soil science),"Fieldwork,Labwork",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Other,retired from academia (faculty member),Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-06 12:45:34,2024-12-06 12:51:11,IP Address,134.210.176.50,100,336,True,2024-12-06 12:51:11,R_6o11dI1JbRYnDTC,,,,,39.4722,-74.4566,anonymous,EN,Yes,No,,Yes,"I have described high-end research that gets a lot of media attention as sexy, and I have acknowledged the double-entendres in mineral identification, just to get the giggling out of the way. 
I have also seen the silly double entendre t-shirts and stuff (geologists make the bed rock, and similar).",No,,Yes,"I remember seeing a news article for a Japanese conference.  they had used an anime-style half-naked girl as the conference mascot, and the article was about western reactions to it.",No,,No,,No,,Sedimentology,,"Fieldwork,Labwork",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-06 12:43:04,2024-12-06 12:52:15,IP Address,70.180.56.159,100,551,True,2024-12-06 12:52:17,R_54Ixh3QHCDXZXvX,,,,,30.4042,-91.1431,anonymous,EN,Yes,No,,No,,Yes,"topographic feature in student mapping exercise named ""the clitoris"", in subsequent years renamed to ""the avocado""",Yes,"descriptions of prostitution associated with scientific conferences, people complaining about the category of ""wives"" generally",No,,No,,No,,"Earth Surface + Lithosphere,Geodesy,Natural Hazards,Tectonophysics",,"Fieldwork,Modeling/theory,Other",data analysis,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,US,US
2024-12-06 12:49:49,2024-12-06 12:54:25,IP Address,149.102.238.109,100,275,True,2024-12-06 12:54:25,R_2OD17Awc6ZwHlgV,,,,,47.3682,8.5671,anonymous,EN,Yes,No,,Yes,"""Sexy"" results. Making the story of an article sound more ""sexy"" using contemporary hot topics. This feels reasonably innocuous to me. I have never encountered anything close to resembling the other examples given in this prompt.",No,,No,,No,,No,,No,,"Cryosphere Sciences,Ocean Sciences",,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Postdoc,,Prefer not to say,,Prefer not to say,,Prefer not to say,,White,,Not Hispanic or Latinx,,Canada,USA
2024-12-06 12:56:51,2024-12-06 12:59:03,IP Address,69.140.212.29,100,132,True,2024-12-06 12:59:04,R_1TrmII1ii3BOSEF,,,,,38.9208,-77.036,anonymous,EN,Yes,Yes,,Yes,,No,,No,,No,,No,,No,,Atmospheric Sciences,,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,US,US
2024-12-06 11:42:02,2024-12-06 13:01:19,IP Address,95.141.32.101,100,4756,True,2024-12-06 13:01:19,R_2mmnWWYr2Fzg145,,,,,45.4722,9.1922,anonymous,EN,Yes,Yes,"referring to the fissure eruptions as ""bleeding Mother Earth"" 
jokes about ""vagile benthos"" (consonant to ""vaginal"")
",Yes,"jokes about ""glacial erratic"" (sounds like ""erotic"")
jokes about ""glacial ablation"" (consonant with ""blyat'"", which is the Russian equivalent of ""whore"", ""slut"" etc.)",Yes,"""two hills like tits stared at the sky"" (translated from Russian)",Yes,"photos of naked girls illustrating ""nice outcrops"" (play on words in Russian: ""outcrops"" and ""nudity"" sound similar)",Yes,"illustrating ""black smokers"" with a photo of a black man with a cigarette",Yes,"jokes about the Russian geologial institute VSEGEI (""vse gei"" means ""all the gays"" in Russian)",Yes,there are plenty of them,"Earth Surface + Lithosphere,Geochronology,Geomagnetism, Paleomagnetism and Electromagnetism,Tectonophysics,Volcanology, Geochemistry, and Petrology",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Other,Russian,Russia,Russia
2024-12-06 12:58:47,2024-12-06 13:01:37,IP Address,172.56.93.52,100,170,True,2024-12-06 13:01:38,R_7KgBdYCF3JmKK9r,,,,,29.4213,-98.5313,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Hydrology,Earth Surface + Lithosphere",,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Postdoc,,Man or man identified,,Male,,Straight,,Asian,,Not Hispanic or Latinx,,China,US
2024-12-06 13:00:30,2024-12-06 13:03:14,IP Address,131.212.25.146,100,163,True,2024-12-06 13:03:15,R_1pQMYVRnMZLjiUU,,,,,46.8547,-92.0111,anonymous,EN,Yes,No,,No,,No,,Yes,Someone once gave a talk that involved an image of a shirtless Frenchman,No,,No,,No,,Earth and Planetary Surface Processes/Geomorphology,,Fieldwork,,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-06 13:02:24,2024-12-06 13:05:28,IP Address,152.61.250.42,100,184,True,2024-12-06 13:05:29,R_1dhtlce9jIucBZp,,,,,37.751,-97.822,anonymous,EN,Yes,No,,No,,Yes,we describe knockers in the Franciscan in northern California,No,,No,,No,,No,,"Earth Surface + Lithosphere,Earth and Planetary Surface Processes/Geomorphology,Natural Hazards",,Fieldwork,,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,usa,usa
2024-12-06 13:06:09,2024-12-06 13:08:25,IP Address,131.215.220.163,100,136,True,2024-12-06 13:08:26,R_6aJ2g8WVJsFb5x7,,,,,34.1424,-118.1257,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Fluid Earth + Climate,Cryosphere Sciences,Ocean Sciences",,"Fieldwork,Modeling/theory",,N/A,,Postdoc,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,Canada,United States
2024-12-06 13:07:27,2024-12-06 13:11:44,IP Address,188.146.249.106,100,257,True,2024-12-06 13:11:45,R_2PiwtpPVs27f7bg,,,,,50.2567,18.9947,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Cryosphere Sciences,,Fieldwork,,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Asexual,,White,,Not Hispanic or Latinx,,,
2024-12-06 13:11:01,2024-12-06 13:17:28,IP Address,172.226.175.76,100,387,True,2024-12-06 13:17:29,R_1qmUZ1MtDkX1nHa,,,,,29.7646,-95.3657,anonymous,EN,Yes,No,,No,,No,,No,,Yes,A photograph of myself doing field work was used in a presentation and a PhD student in my department attending the presentation asked which Home Depot I was found outside of. I am a Hispanic PhD student.,No,,,,Near-Surface Geophysics,,"Fieldwork,Labwork",,N/A,,Graduate student,,Woman or woman identified,,Female,,Straight,,White,,Hispanic or Latinx,,United States,United States
